Plate,Well,Sample_type,Condition,Concentration,Timepoint,Biological_rep,Technical_rep,Notes,Cq,Run_ID,Run_folder,Outlier_flag,log10_quantity,Relative_quantity,Included
48h_Bio2,B8,Treatment,Treat 25 uM,25 uM,48h,Bio2,2,,11.7182015940141,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.877047421636563,75343782.88919766,True
48h_Bio2,B9,Treatment,Treat 25 uM,25 uM,48h,Bio2,3,,11.7619527222286,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.865489329091066,73365068.79036656,True
48h_Bio2,C1,DMSO control,DMSO 25 uM,25 uM,48h,Bio2,1,,11.5571228085022,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.919600918792916,83099979.91048107,True
48h_Bio2,C2,DMSO control,DMSO 25 uM,25 uM,48h,Bio2,2,,11.2297143216202,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,8.00609509039486,101413340.9717709,True
48h_Bio2,C3,DMSO control,DMSO 25 uM,25 uM,48h,Bio2,3,,11.1948587424787,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,8.015303173154903,103586503.30606098,True
48h_Bio2,C4,Treatment,Treat 12.5 uM,12.5 uM,48h,Bio2,1,,11.6253104724247,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.901587227209613,79723659.79452023,True
48h_Bio2,C5,Treatment,Treat 12.5 uM,12.5 uM,48h,Bio2,2,,11.48336197622,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.939086919738329,86913436.05128206,True
48h_Bio2,C6,Treatment,Treat 12.5 uM,12.5 uM,48h,Bio2,3,,11.8205689942338,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.850004190212209,70795261.4904679,True
48h_Bio2,C7,DMSO control,DMSO 12.5 uM,12.5 uM,48h,Bio2,1,,11.2308823404289,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,8.005786525335242,101341312.65715973,True
48h_Bio2,C8,DMSO control,DMSO 12.5 uM,12.5 uM,48h,Bio2,2,,11.6063409755161,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.906598553997261,80648919.63490798,True
48h_Bio2,C9,DMSO control,DMSO 12.5 uM,12.5 uM,48h,Bio2,3,,11.355458563692,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.972876207905615,93945548.8283499,True
48h_Bio2,D1,Treatment,Treat 6.25 uM,6.25 uM,48h,Bio2,1,,11.5501416204333,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.921445196210913,83453623.1181822,True
48h_Bio2,D2,Treatment,Treat 6.25 uM,6.25 uM,48h,Bio2,2,,11.5037571830728,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.933698951521063,85841826.84813604,True
48h_Bio2,D3,Treatment,Treat 6.25 uM,6.25 uM,48h,Bio2,3,,11.4313495337938,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.952827471070675,89707235.04633011,True
48h_Bio2,D4,DMSO control,DMSO 6.25 uM,6.25 uM,48h,Bio2,1,,11.421696234402,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.955377661941019,90235548.37290661,True
48h_Bio2,D5,DMSO control,DMSO 6.25 uM,6.25 uM,48h,Bio2,2,,11.453592758015,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.946951297025553,88501635.61039211,True
48h_Bio2,D6,DMSO control,DMSO 6.25 uM,6.25 uM,48h,Bio2,3,,11.5497961911328,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.9215364510878965,83471160.41276611,True
48h_Bio2,D7,Treatment,Treat 3.125 uM,3.125 uM,48h,Bio2,1,,11.5497964963793,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.921536370448438,83471144.91390797,True
48h_Bio2,D8,Treatment,Treat 3.125 uM,3.125 uM,48h,Bio2,2,,11.7074958931273,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.8798756339973375,75836037.73488122,True
48h_Bio2,D9,Treatment,Treat 3.125 uM,3.125 uM,48h,Bio2,3,,11.7928740342985,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.857320593766575,71998026.73036386,True
48h_Bio2,E1,DMSO control,DMSO 3.125 uM,3.125 uM,48h,Bio2,1,,11.6194865869592,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.90312577055539,80006591.84754425,True
48h_Bio2,E2,DMSO control,DMSO 3.125 uM,3.125 uM,48h,Bio2,2,,11.4775612420616,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.940619347014396,87220655.65234885,True
48h_Bio2,E3,DMSO control,DMSO 3.125 uM,3.125 uM,48h,Bio2,3,,11.5199822192107,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.929412651329752,84998771.98800431,True
48h_Bio2,E4,Treatment,Treat 1.5625 uM,1.5625 uM,48h,Bio2,1,,12.0181102541753,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.797818103655443,62779536.307253726,True
48h_Bio2,E5,Treatment,Treat 1.5625 uM,1.5625 uM,48h,Bio2,2,,12.0547794023718,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.788130915559588,61394704.80598738,True
48h_Bio2,E6,Treatment,Treat 1.5625 uM,1.5625 uM,48h,Bio2,3,,12.0133433966525,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.799077403304347,62961838.82917522,True
48h_Bio2,E7,DMSO control,DMSO 1.5625 uM,1.5625 uM,48h,Bio2,1,,11.2594444626853,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.998241036434549,99595802.7564566,True
48h_Bio2,E8,DMSO control,DMSO 1.5625 uM,1.5625 uM,48h,Bio2,2,,11.0407734829668,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,8.056009133481325,113765121.10798249,True
48h_Bio2,E9,DMSO control,DMSO 1.5625 uM,1.5625 uM,48h,Bio2,3,,11.263014435031,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.997297927709349,99379756.36399469,True
48h_Bio2,F1,Treatment,Treat 0.78125 uM,0.78125 uM,48h,Bio2,1,,11.5948119145331,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.909644280113189,81216501.93414032,True
48h_Bio2,F2,Treatment,Treat 0.78125 uM,0.78125 uM,48h,Bio2,2,,11.507797272359,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.932631648167582,85631124.6958754,True
48h_Bio2,F3,Treatment,Treat 0.78125 uM,0.78125 uM,48h,Bio2,3,,11.5675042202977,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.91685837652756,82576862.24383324,True
48h_Bio2,F4,DMSO control,DMSO 0.78125 uM,0.78125 uM,48h,Bio2,1,,11.2710359984108,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.995178805856107,98896018.12813456,True
48h_Bio2,F5,DMSO control,DMSO 0.78125 uM,0.78125 uM,48h,Bio2,2,,11.4397283423264,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.950613972850332,89251181.26827732,True
48h_Bio2,F6,DMSO control,DMSO 0.78125 uM,0.78125 uM,48h,Bio2,3,,11.5178274500627,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.929981894278292,85110255.50270878,True
48h_Bio2,F7,Treatment,Treat 156 nM,156 nM,48h,Bio2,1,,11.6679779156428,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.890315420572381,77681109.62661624,True
48h_Bio2,F8,Treatment,Treat 156 nM,156 nM,48h,Bio2,2,,11.6788460934727,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.887444285351752,77169251.05630076,True
48h_Bio2,F9,Treatment,Treat 156 nM,156 nM,48h,Bio2,3,,11.7796630176773,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.860810655828044,72578945.79834007,True
48h_Bio2,G1,DMSO control,DMSO 156 nM,156 nM,48h,Bio2,1,,12.0061448856295,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.800979092700463,63238140.727364905,True
48h_Bio2,G2,DMSO control,DMSO 156 nM,156 nM,48h,Bio2,2,,11.9304707461325,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.820970547625216,66217159.59533555,True
48h_Bio2,G3,DMSO control,DMSO 156 nM,156 nM,48h,Bio2,3,,11.8102632930823,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.852726731378949,71240462.6798905,True
48h_Bio2,G4,Treatment,Treat 31.25 nM,31.25 nM,48h,Bio2,1,,11.4090439799003,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.958720111253934,90932705.18801872,True
48h_Bio2,G5,Treatment,Treat 31.25 nM,31.25 nM,48h,Bio2,2,,11.5044911332003,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.933505057926918,85803510.76047976,True
48h_Bio2,G6,Treatment,Treat 31.25 nM,31.25 nM,48h,Bio2,3,,11.4996400791056,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.934786600471258,86057078.9114923,True
48h_Bio2,G7,DMSO control,DMSO 31.25 nM,31.25 nM,48h,Bio2,1,,11.571206153785,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.915880406550792,82391119.99714674,True
48h_Bio2,G8,DMSO control,DMSO 31.25 nM,31.25 nM,48h,Bio2,2,,11.6155679037744,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.904161001068403,80197531.55001871,True
48h_Bio2,G9,DMSO control,DMSO 31.25 nM,31.25 nM,48h,Bio2,3,,11.7439121484985,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.870255254662723,74174607.11856154,True
48h_Bio2,A11,ZIKV standard,ZIKV standard 10^-7,10^-7,48h,Bio2,Std dup 1,Columns 11-12 reserved for standards,13.7788050065173,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.332681003826394,21512010.630381856,True
48h_Bio2,A12,ZIKV standard,ZIKV standard 10^-7,10^-7,48h,Bio2,Std dup 2,Columns 11-12 reserved for standards,14.7466754351035,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,7.076990774975508,11939627.427500814,True
48h_Bio2,B11,ZIKV standard,ZIKV standard 10^-6,10^-6,48h,Bio2,Std dup 1,Columns 11-12 reserved for standards,19.3525497773125,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,5.860219366494602,724801.9723679982,True
48h_Bio2,B12,ZIKV standard,ZIKV standard 10^-6,10^-6,48h,Bio2,Std dup 2,Columns 11-12 reserved for standards,19.5153790844749,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,5.817203419749744,656452.6710134974,True
48h_Bio2,C11,ZIKV standard,ZIKV standard 10^-5,10^-5,48h,Bio2,Std dup 1,Columns 11-12 reserved for standards,22.9791703177977,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,4.902145425433591,79826.19440721035,True
48h_Bio2,C12,ZIKV standard,ZIKV standard 10^-5,10^-5,48h,Bio2,Std dup 2,Columns 11-12 reserved for standards,22.715378110106,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,4.971833565459005,93720.27741644738,True
48h_Bio2,D11,ZIKV standard,ZIKV standard 10^-4,10^-4,48h,Bio2,Std dup 1,Columns 11-12 reserved for standards,26.6351837178854,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,3.9363065328084312,8635.878684613277,True
48h_Bio2,D12,ZIKV standard,ZIKV standard 10^-4,10^-4,48h,Bio2,Std dup 2,Columns 11-12 reserved for standards,26.8834889273919,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,3.8707097194660447,7425.226730876604,True
48h_Bio2,E11,ZIKV standard,ZIKV standard 10^-3,10^-3,48h,Bio2,Std dup 1,Columns 11-12 reserved for standards,30.1360407713335,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,3.0114565583361865,1026.7307245795348,True
48h_Bio2,E12,ZIKV standard,ZIKV standard 10^-3,10^-3,48h,Bio2,Std dup 2,Columns 11-12 reserved for standards,30.2001362775335,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,2.994523925450057,987.4700343524494,True
48h_Bio2,F11,ZIKV standard,ZIKV standard 10^-2,10^-2,48h,Bio2,Std dup 1,Columns 11-12 reserved for standards,34.6235359910367,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,1.825958328610096,66.9820335784911,True
48h_Bio2,F12,ZIKV standard,ZIKV standard 10^-2,10^-2,48h,Bio2,Std dup 2,Columns 11-12 reserved for standards,32.4507104592612,48h_Bio2,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_48_AIcpd_1_biodup2,,2.3999713793903195,251.17209001586568,True
