ligandName,Frames,mode,complex,receptor,ligand,Internal,Van der Waals,Electrostatic,Polar Solvation,Non-Polar Solvation,Gas,Solvation,TOTAL,status
ligand,2,gb,1673.4471190400002,1645.8197374399997,51.9015596,2.0161650127192845e-13,-22.44139999999998,-8.864699999999896,9.657599999999965,-2.6256779999999957,-31.306099999999866,7.031921999999968,-24.2741779999999,S
ligand,3,gb,1652.6769823999996,1618.83034888,60.41884704,9.999999995180532e-05,-24.74550000000006,-11.495599999999955,12.463100000000024,-2.794313519999992,-36.24110000000006,9.668786480000032,-26.572313520000023,S
ligand,4,gb,1773.5605349599996,1749.4442535199996,48.633219280000006,2.131628207280301e-14,-22.056999999999935,-11.600400000000102,11.75280000000002,-2.612337840000004,-33.65759999999993,9.140462160000016,-24.51713783999991,S
ligand,5,gb,1735.2955460799994,1707.9239159200006,51.04860432,-2.7355895326763857e-13,-22.6265,-8.609899999999872,10.263100000000014,-2.703674160000003,-31.23639999999992,7.559425840000011,-23.676974159999904,S
ligand,6,gb,1774.00218304,1741.2913027999996,51.62018024,-1.4210854715202006e-13,-16.70110000000001,-11.180699999999836,11.689599999999972,-2.7171000000000007,-27.88179999999984,8.972499999999972,-18.909299999999877,S
ligand,7,gb,1720.5182284000002,1693.845731359999,53.59235816,-1.0658141036401505e-13,-26.29750000000001,-7.217799999999785,9.63919999999992,-3.043761120000009,-33.515099999999805,6.595438879999911,-26.91966111999989,S
ligand,8,gb,1660.4337373600004,1621.0358862399996,66.77539528,2.380318164796336e-13,-25.39190000000017,-9.868199999999886,11.209299999999942,-3.326744160000011,-35.2602000000001,7.882555839999931,-27.37764416000017,S
ligand,9,gb,1748.04830624,1720.9182732799995,56.82496879999999,-0.0001000000000423,-27.683699999999867,-10.77870000000018,12.000200000000072,-3.2326358400000026,-38.46240000000023,8.76756416000007,-29.694835840000163,S
ligand,10,gb,1763.244313359999,1721.8050771999997,68.30647064,-2.646771690706373e-13,-24.891299999999852,-10.064800000000112,11.085800000000036,-2.9969344800000077,-34.956099999999964,8.088865520000027,-26.867234479999937,S
ligand,11,gb,1760.7315183999997,1734.9460844799996,54.55124623999999,0.0001000000000175,-26.500499999999803,-9.871699999999684,10.90940000000004,-3.30311232,-36.3720999999996,7.6062876800000385,-28.76581231999956,S
ligand,12,gb,1757.3939042399998,1725.9772924800006,56.77503344000002,-4.902744876744691e-13,-23.40769999999992,-7.249500000000207,8.483099999999975,-3.184321680000015,-30.657100000000064,5.29877831999996,-25.358321680000103,S
ligand,13,gb,1704.8588035199994,1679.0843481599998,55.2999144,0.0001000000002129,-27.981400000000043,-6.238800000000045,8.2767,-3.5820590399999896,-34.22020000000015,4.69464096000001,-29.52555904000014,S
ligand,14,gb,1765.1541027200003,1733.2786439199997,58.01653799999999,9.99999997830514e-05,-24.30340000000005,-7.892599999999787,9.213900000000004,-3.15907920000001,-32.19589999999992,6.054820799999995,-26.141079199999925,S
ligand,15,gb,1748.1294624000002,1708.895323439999,65.21199208,1.0480505352461479e-13,-24.082099999999883,-9.174499999999837,10.362000000000023,-3.083253120000004,-33.25659999999987,7.2787468800000195,-25.97785311999985,S
ligand,16,gb,1775.74105432,1747.1101735999998,52.05904656,-1.4210854715202004e-14,-21.75790000000018,-9.756700000000222,10.964199999999986,-2.8777658400000155,-31.514600000000293,8.086434159999971,-23.428165840000325,S
ligand,17,gb,1771.0610679999998,1737.0298392800005,56.48008447999999,0.0001000000000876,-20.137100000000103,-10.461699999999972,10.939400000000028,-2.7895557599999954,-30.598800000000104,8.149844240000032,-22.44895576000007,S
ligand,18,gb,1687.08194216,1655.8268856,57.86319175999999,-9.999999996068708e-05,-24.915900000000043,-8.696600000000064,9.87630000000005,-2.871835199999992,-33.61250000000012,7.004464800000058,-26.60803520000006,S
ligand,19,gb,1691.8941460799997,1655.9721125600004,58.77897936000001,4.263256414560601e-14,-22.132100000000168,-8.620099999999972,10.577899999999923,-2.682645839999996,-30.752200000000016,7.895254159999927,-22.85694584000009,S
ligand,20,gb,1679.2292444000002,1649.1907978400002,58.43494984000001,-9.99999999358181e-05,-26.96669999999986,-10.483100000000013,12.085099999999928,-3.031703280000008,-37.44969999999986,9.05339671999992,-28.39630327999994,S
ligand,21,gb,1688.2864719199997,1660.70867848,48.70879416,0.0002000000002908,-19.160199999999893,-11.163800000000029,12.050299999999943,-2.857500719999997,-30.323999999999867,9.192799279999948,-21.13120071999992,S
ligand,22,gb,1773.0057965599992,1735.95905928,60.74870128,9.999999969956264e-05,-21.624200000000044,-9.420599999999952,10.373000000000063,-3.030263999999993,-31.044900000000208,7.342736000000071,-23.70216400000013,S
