ligandName,Frames,mode,complex,receptor,ligand,Internal,Van der Waals,Electrostatic,Polar Solvation,Non-Polar Solvation,Gas,Solvation,TOTAL,status
ligand,2,gb,1701.5183504000006,1712.30131936,58.2333092,-9.999999992871268e-05,-66.58240000000004,-6.100000000000112,11.426600000000017,-7.760378160000001,-72.68229999999996,3.6662218400000137,-69.01607815999994,S
ligand,3,gb,1687.1477437599992,1693.23485352,60.4894364,6.394884621840903e-14,-64.7150999999999,-4.952500000000455,10.716000000000044,-7.62494616,-69.66760000000022,3.091053840000044,-66.57654616000018,S
ligand,4,gb,1735.5957958400008,1735.75878024,66.01764360000001,8.881784197001252e-15,-61.86009999999986,-8.003299999999879,11.45150000000007,-7.768727999999988,-69.8635,3.6827720000000825,-66.18072799999992,S
ligand,5,gb,1690.97053008,1705.88897168,57.10997752000001,0.0001000000000352,-68.93900000000014,-7.977399999999857,12.924500000000048,-8.036619120000017,-76.91640000000004,4.887880880000031,-72.02851912,S
ligand,6,gb,1693.0508487199988,1702.4589479200004,61.339773680000015,1.794120407794253e-13,-66.40280000000007,-8.641500000000509,11.996200000000004,-7.699772880000007,-75.04440000000042,4.296427119999996,-70.74797288000043,S
ligand,7,gb,1660.705918720001,1672.13994624,60.171764,-1.0480505352461479e-13,-67.52160000000009,-8.433999999999678,12.35820000000001,-8.008391520000007,-75.95559999999986,4.349808480000004,-71.60579151999985,S
ligand,8,gb,1709.6572104800005,1720.3434960800005,64.29144336,2.806643806252396e-13,-71.00759999999997,-9.775500000000092,13.82549999999999,-8.020128960000005,-80.78309999999995,5.805371039999985,-74.97772895999996,S
ligand,9,gb,1566.3632695199997,1583.3291080799995,57.85965552,-2.131628207280301e-14,-70.63240000000009,-8.879299999999967,12.794999999999972,-8.108794079999978,-79.51150000000015,4.686205919999994,-74.82529408000016,S
ligand,10,gb,1701.99644976,1726.75606632,54.44748208,-1.2079226507921706e-13,-76.26460000000014,-6.960600000000029,12.361200000000018,-8.343098640000004,-83.22520000000017,4.0181013600000135,-79.20709864000015,S
ligand,11,gb,1666.7887875200004,1679.9867125600006,61.070967280000005,-9.999999992871268e-05,-69.77919999999992,-9.734100000000236,13.557199999999987,-8.312692320000007,-79.51320000000004,5.24450767999998,-74.26869232000006,S
ligand,12,gb,1704.6320812,1721.7889624000006,60.34468144,9.999999979370956e-05,-74.00980000000001,-7.332800000000397,12.371200000000012,-8.530262639999993,-81.34240000000023,3.8409373600000194,-77.5014626400002,S
ligand,13,gb,1682.6701491200004,1702.1309191999997,50.57328392,-1.3855583347321956e-13,-67.12659999999991,-6.39479999999989,11.917700000000002,-8.43035399999998,-73.52139999999979,3.487346000000022,-70.03405399999977,S
ligand,14,gb,1694.957995439999,1706.55398864,61.62385839999999,-1.1723955140041653e-13,-69.55099999999982,-8.908900000000376,13.542300000000026,-8.302251599999993,-78.45980000000021,5.240048400000033,-73.21975160000018,S
ligand,15,gb,1651.1689839200003,1667.15516048,58.58328112,2.8421709430404014e-14,-71.02830000000006,-8.976900000000107,13.567399999999989,-8.131657680000004,-80.00520000000031,5.435742319999985,-74.56945768000033,S
